"Product ID","Air temperature [K]","Process temperature [K]","Rotational speed [rpm]","Torque [Nm]","Tool wear [min]","Failure Type"
"L52334","304.2","313.4","1568","37.6","25","No Failure"
"H34569","304.2","313.3","1625","37.3","27","No Failure"
"L52336","304.2","313.4","1482","41.4","32","No Failure"
"H34571","304.1","313.3","1397","49.6","34","No Failure"
"L52338","304.1","313.3","1459","50.3","39","No Failure"
"L52339","304.2","313.4","1490","44.0","41","No Failure"
"L52340","304.1","313.2","1434","50.1","43","No Failure"
"M20021","304.1","313.2","2028","18.9","45","No Failure"
"L52342","304.2","313.3","1464","45.9","48","No Failure"
"M20023","304.2","313.4","1713","23.5","50","No Failure"
"M20024","304.3","313.4","1624","32.1","53","No Failure"
"L52345","304.2","313.4","1421","43.4","56","No Failure"
"H34580","304.2","313.5","1546","41.4","58","No Failure"
"L52347","304.2","313.4","1639","32.7","63","No Failure"
"H34582","304.1","313.4","1696","29.6","65","No Failure"
"L52349","304.1","313.3","1470","39.9","70","No Failure"
"M20030","304.1","313.3","1480","38.4","72","No Failure"
"M20031","304.2","313.4","1329","54.5","75","No Failure"
"L52352","304.2","313.4","1740","28.2","78","No Failure"
"M20033","304.2","313.5","1739","28.1","80","No Failure"
"M20034","304.2","313.5","1390","47.8","83","No Failure"
"L52355","304.2","313.4","1740","23.7","86","No Failure"
"M20036","304.0","313.3","1844","27.1","88","No Failure"
"H34591","304.0","313.1","1388","53.2","91","No Failure"
"H34592","304.0","313.2","1517","43.1","96","No Failure"
"M20039","304.0","313.1","1450","42.8","101","No Failure"
"L52360","304.0","313.2","1584","38.7","104","No Failure"
"L52361","304.0","313.1","1720","28.7","106","No Failure"
"L52362","303.9","313.1","1586","31.9","108","No Failure"
"M20043","303.9","313.0","1901","22.5","110","No Failure"
"L52364","304.0","313.0","1397","42.4","113","No Failure"
"L52365","304.0","313.0","2012","21.1","115","No Failure"
"L52366","304.0","313.0","2354","15.0","117","No Failure"
"L52367","304.0","313.1","1648","35.7","119","No Failure"
"L52368","304.0","313.2","1632","30.6","121","No Failure"
"M20049","304.1","313.2","1427","46.9","123","No Failure"
"L52370","304.1","313.2","1452","48.0","126","No Failure"
"L52371","304.0","313.2","1416","46.0","128","No Failure"
"L52372","303.9","313.1","1310","62.9","130","No Failure"
"H34607","304.0","313.1","1408","39.8","132","No Failure"
"M20054","303.9","313.1","1668","34.4","137","No Failure"
"L52375","303.9","313.0","1551","36.8","140","No Failure"
"H34610","303.9","313.0","1517","36.0","142","No Failure"
"H34611","303.8","312.9","1570","35.8","147","No Failure"
"L52378","303.8","312.8","1428","53.3","152","No Failure"
"L52379","303.8","312.8","1503","40.0","154","No Failure"
"L52380","303.8","312.8","1416","58.7","156","No Failure"
"M20061","303.7","312.7","1396","47.3","158","No Failure"
"L52382","303.7","312.7","1335","51.1","161","No Failure"
"M20063","303.7","312.6","1671","30.5","163","No Failure"
"L52384","303.7","312.7","1989","22.4","166","No Failure"
"L52385","303.7","312.7","1468","43.3","168","No Failure"
"H34620","303.7","312.6","1711","27.6","170","No Failure"
"M20067","303.8","312.7","1488","41.3","175","No Failure"
"L52388","303.8","312.7","1664","29.3","178","No Failure"
"M20069","303.8","312.7","1507","38.5","180","No Failure"
"L52390","303.7","312.6","1466","42.5","183","No Failure"
"L52391","303.7","312.5","1433","53.6","185","No Failure"
"L52392","303.7","312.5","1397","45.7","187","No Failure"
"M20073","303.7","312.6","1429","43.3","189","No Failure"
"L52394","303.7","312.7","1572","37.2","192","No Failure"
"M20075","303.7","312.7","1532","42.7","194","No Failure"
"M20076","303.7","312.7","1316","51.8","197","No Failure"
"M20077","303.8","312.8","1420","47.9","200","No Failure"
"L52398","303.8","312.9","1589","37.2","203","No Failure"
"L52399","303.8","313.0","1365","59.9","205","Overstrain Failure"
"L52400","303.8","313.0","1633","32.9","207","No Failure"
"L52401","303.9","313.0","1626","31.4","209","No Failure"
"L52402","303.9","313.1","1665","29.6","0","No Failure"
"M20083","303.9","313.2","1350","47.2","2","No Failure"
"L52404","303.9","313.2","1590","31.9","5","No Failure"
"M20085","304.0","313.2","1437","53.9","7","No Failure"
"L52406","303.9","313.0","1403","48.3","10","No Failure"
"L52407","303.9","313.1","1440","41.1","12","No Failure"
"M20088","303.9","313.1","1343","61.4","14","No Failure"
"H34643","303.9","313.1","1790","26.7","17","No Failure"
"M20090","303.8","313.1","2117","18.6","22","No Failure"
"L52411","303.8","313.1","1458","42.2","25","No Failure"
"L52412","303.6","312.9","1381","57.8","27","No Failure"
"L52413","303.6","312.9","1450","45.3","29","No Failure"
"L52414","303.7","312.9","1461","50.1","31","No Failure"
"M20095","303.7","312.9","1511","41.0","33","No Failure"
"L52416","303.8","313.1","1394","45.4","36","No Failure"
"L52417","303.8","313.0","1499","42.3","38","No Failure"
"L52418","303.7","313.0","1457","44.1","40","No Failure"
"L52419","303.7","313.0","1753","29.0","42","No Failure"
"L52420","303.7","313.0","1694","28.0","44","No Failure"
"L52421","303.7","313.1","1683","28.4","46","No Failure"
"L52422","303.7","313.1","1496","47.4","48","No Failure"
"L52423","303.7","313.1","1721","34.8","50","No Failure"
"L52424","303.6","313.0","1593","31.6","52","No Failure"
"L52425","303.6","313.0","1575","38.3","54","No Failure"
"L52426","303.5","313.0","1465","41.0","56","No Failure"
"L52427","303.6","313.1","1405","38.3","58","No Failure"
"M20108","303.5","313.0","1902","21.6","60","No Failure"
"M20109","303.4","312.9","1422","39.9","63","No Failure"
"L52430","303.5","312.9","1332","52.9","66","No Failure"
"M20111","303.4","312.9","1307","54.3","68","No Failure"
"L52432","303.5","313.0","1322","59.5","71","No Failure"
"L52433","303.5","313.0","1547","40.3","73","No Failure"
"L52434","303.5","313.1","1897","23.6","75","No Failure"
"M20115","303.5","313.0","1403","51.9","77","No Failure"
"L52436","303.5","313.0","1393","51.6","80","No Failure"
"L52437","303.5","313.0","1482","38.5","82","No Failure"
"M20118","303.5","312.9","1572","44.7","84","No Failure"
"L52439","303.5","312.9","1544","36.9","87","No Failure"
"M20120","303.5","313.0","1492","46.1","89","No Failure"
"L52441","303.4","312.8","1513","35.8","92","No Failure"
"L52442","303.4","312.8","1449","43.9","94","No Failure"
"L52443","303.5","312.8","1877","22.3","96","No Failure"
"L52444","303.4","312.8","1376","53.4","98","No Failure"
"M20125","303.5","312.9","1883","23.3","100","No Failure"
"M20126","303.4","312.8","1518","38.7","103","No Failure"
"M20127","303.5","312.9","1438","42.8","106","No Failure"
"L52448","303.4","312.9","1389","54.1","109","No Failure"
"L52449","303.5","312.9","1504","44.8","111","No Failure"
"L52450","303.5","312.9","1275","64.4","113","No Failure"
"L52451","303.6","313.0","1534","39.7","115","No Failure"
"M20132","303.6","313.0","1396","38.2","117","No Failure"
"L52453","303.6","313.1","1395","44.1","120","No Failure"
"L52454","303.6","313.0","1617","30.9","122","No Failure"
"L52455","303.7","313.1","1423","41.2","124","No Failure"
"L52456","303.5","313.0","1606","34.0","126","No Failure"
"L52457","303.5","312.9","1501","44.0","128","No Failure"
"M20138","303.5","312.9","1618","30.4","130","No Failure"
"L52459","303.6","313.0","1522","35.8","133","No Failure"
"L52460","303.6","312.9","1480","41.4","135","No Failure"
"M20141","303.7","313.0","1469","39.9","137","No Failure"
"H34696","303.8","313.2","1381","52.4","140","No Failure"
"L52463","303.8","313.2","1525","41.9","145","No Failure"
"M20144","303.8","313.2","1732","29.6","147","No Failure"
"L52465","303.8","313.1","1523","39.8","150","No Failure"
"L52466","303.8","313.1","1422","42.4","152","No Failure"
"H34701","303.8","313.2","1506","46.9","154","No Failure"
"L52468","303.8","313.2","1531","39.4","159","No Failure"
"M20149","303.9","313.3","1507","34.3","161","No Failure"
"L52470","303.9","313.3","1526","40.7","164","No Failure"
"L52471","303.8","313.3","1406","52.1","166","No Failure"
"M20152","303.9","313.3","1567","35.0","168","No Failure"
"M20153","303.9","313.4","1464","49.1","171","No Failure"
"L52474","303.9","313.4","1442","48.5","174","No Failure"
"L52475","303.8","313.2","1336","47.8","176","No Failure"
"H34710","303.8","313.2","1379","50.2","178","No Failure"
"L52477","303.7","313.1","1406","48.6","183","No Failure"
"M20158","303.7","313.1","2130","18.1","185","No Failure"
"L52479","303.7","313.1","1355","49.1","188","No Failure"
"M20160","303.8","313.2","1710","26.5","190","No Failure"
"L52481","303.8","313.1","1309","55.8","193","No Failure"
"L52482","303.9","313.1","1491","37.2","195","No Failure"
"L52483","303.9","313.2","1481","44.1","197","No Failure"
"L52484","303.9","313.1","1425","49.3","199","No Failure"
"H34719","303.9","313.2","1680","29.1","201","No Failure"
"H34720","304.0","313.2","1612","31.7","206","No Failure"
"L52487","304.0","313.3","1530","34.8","211","No Failure"
"L52488","304.0","313.2","1481","42.6","213","No Failure"
"M20169","303.9","313.2","1422","48.0","215","Tool Wear Failure"
"L52490","303.8","313.0","1427","43.0","0","No Failure"
"H34725","303.7","312.9","1460","49.8","2","No Failure"
"L52492","303.6","312.9","1873","23.5","7","No Failure"
"M20173","303.7","312.9","1566","32.6","9","No Failure"
"L52494","303.6","312.8","1701","30.8","12","No Failure"
"L52495","303.6","312.8","1710","27.2","14","No Failure"
"M20176","303.6","312.8","1689","33.1","16","No Failure"
"L52497","303.6","312.7","1637","32.9","19","No Failure"
"L52498","303.5","312.6","1496","39.0","21","No Failure"
"M20179","303.5","312.7","1402","47.0","23","No Failure"
"L52500","303.4","312.7","1363","45.5","26","No Failure"
"M20181","303.4","312.7","1576","49.9","28","No Failure"
"M20182","303.4","312.7","1357","55.3","31","No Failure"
"M20183","303.4","312.7","1399","48.4","34","No Failure"
"M20184","303.4","312.8","1526","30.8","37","No Failure"
"L52505","303.5","312.7","1694","27.3","40","No Failure"
"M20186","303.5","312.7","1420","49.1","42","No Failure"
"M20187","303.5","312.7","2116","16.7","45","No Failure"
"M20188","303.7","312.9","1406","41.9","48","No Failure"
"L52509","303.7","313.0","1456","45.5","51","No Failure"
"L52510","303.6","312.9","1588","31.9","53","No Failure"
"L52511","303.7","312.8","1448","44.5","55","No Failure"
"H34746","303.6","312.7","1403","46.2","57","No Failure"
"M20193","303.5","312.6","1405","51.6","62","No Failure"
"M20194","303.4","312.6","2706","9.8","65","Power Failure"
"M20195","303.3","312.4","1505","38.9","68","No Failure"
"L52516","303.2","312.4","1663","33.7","71","No Failure"
"M20197","303.3","312.6","1482","44.4","73","No Failure"
"M20198","303.3","312.5","1674","32.7","76","No Failure"
"M20199","303.4","312.7","1594","32.8","79","No Failure"
"L52520","303.5","312.7","1393","49.3","82","No Failure"
"H34755","303.5","312.8","1404","55.8","84","No Failure"
"M20202","303.5","312.8","1375","45.7","89","No Failure"
"L52523","303.5","312.8","1607","38.4","92","No Failure"
"L52524","303.4","312.8","1360","50.8","94","No Failure"
"L52525","303.5","312.8","1524","39.4","96","No Failure"
"L52526","303.4","312.7","1534","35.5","98","No Failure"
"L52527","303.3","312.7","1262","63.8","100","No Failure"
"L52528","303.3","312.6","1623","34.6","102","No Failure"
"M20209","303.3","312.7","1642","33.6","104","No Failure"
"M20210","303.4","312.8","1622","35.1","107","No Failure"
"M20211","303.5","312.9","1530","34.5","110","No Failure"
"M20212","303.4","312.8","1590","36.3","113","No Failure"
"L52533","303.4","312.7","1589","34.0","116","No Failure"
"L52534","303.4","312.6","1462","37.5","118","No Failure"
"H34769","303.3","312.5","1328","49.8","120","No Failure"
"H34770","303.3","312.6","1692","29.0","125","No Failure"
"L52537","303.3","312.5","1968","20.6","130","No Failure"
"H34772","303.3","312.6","1827","24.2","132","No Failure"
"M20219","303.3","312.6","1397","47.1","137","No Failure"
"L52540","303.3","312.6","1463","44.0","140","No Failure"
"L52541","303.3","312.7","1643","30.7","142","No Failure"
"L52542","303.2","312.6","1281","57.0","144","No Failure"
"L52543","303.2","312.5","1518","39.9","146","No Failure"
"L52544","303.2","312.6","1601","35.3","148","No Failure"
"L52545","303.1","312.6","1548","36.4","150","No Failure"
"H34780","303.1","312.6","1404","40.6","152","No Failure"
"M20227","303.1","312.5","1766","26.7","157","No Failure"
"M20228","303.1","312.5","1667","30.0","160","No Failure"
"H34783","303.0","312.5","1507","37.9","163","No Failure"
"H34784","303.0","312.4","1627","37.1","168","No Failure"
"L52551","302.9","312.3","1435","47.7","173","No Failure"
"H34786","302.9","312.3","1509","46.8","175","No Failure"
"M20233","302.9","312.3","1809","25.0","180","No Failure"
"L52554","302.9","312.3","1515","40.8","183","No Failure"
"L52555","302.9","312.3","1530","34.9","185","No Failure"
"H34790","302.8","312.3","1336","57.5","187","No Failure"
"L52557","302.9","312.4","2030","19.1","192","No Failure"
"L52558","302.9","312.4","1550","36.9","194","No Failure"
"L52559","302.9","312.4","1446","41.7","196","No Failure"
"L52560","302.8","312.3","1494","37.5","198","No Failure"
"L52561","302.8","312.4","1651","27.0","200","No Failure"
"L52562","302.9","312.4","1698","33.8","202","No Failure"
"L52563","302.8","312.3","1504","40.3","204","No Failure"
"M20244","302.9","312.4","1421","46.0","206","No Failure"
"H34799","302.9","312.3","1754","26.9","209","No Failure"
"L52566","302.9","312.2","1469","42.0","214","No Failure"
"L52567","302.8","312.2","1433","50.0","216","No Failure"
"M20248","302.8","312.3","1432","49.0","218","No Failure"
"L52569","302.8","312.3","1366","49.1","221","No Failure"
"H34804","302.8","312.3","1483","47.2","223","No Failure"
"L52571","302.7","312.2","1572","34.4","228","No Failure"
"L52572","302.8","312.2","1481","40.2","230","No Failure"
"L52573","302.8","312.3","1473","42.6","232","No Failure"
"M20254","302.8","312.3","1262","70.5","234","Power Failure"
"L52575","302.8","312.4","1529","36.8","237","No Failure"
"L52576","302.8","312.4","1523","39.7","239","No Failure"
"M20257","302.8","312.3","1416","42.7","241","No Failure"
"L52578","302.9","312.4","1923","23.9","244","No Failure"
"H34813","302.8","312.4","1411","53.8","246","Overstrain Failure"
"L52580","302.7","312.4","1477","46.3","251","Overstrain Failure"
"M20261","302.6","312.3","1454","54.8","253","Tool Wear Failure"
"L52582","302.7","312.3","1421","48.5","0","No Failure"
"L52583","302.7","312.3","1858","25.4","2","No Failure"
"H34818","302.8","312.5","1422","46.1","4","No Failure"
"L52585","302.7","312.4","1444","48.7","9","No Failure"
"L52586","302.7","312.4","1360","47.8","11","No Failure"
"L52587","302.7","312.4","1954","24.8","13","No Failure"
"L52588","302.6","312.4","1628","33.0","15","No Failure"
"L52589","302.7","312.4","1433","44.2","17","No Failure"
"M20270","302.7","312.5","1417","51.5","19","No Failure"
"L52591","302.8","312.6","1462","39.4","22","No Failure"
"L52592","302.9","312.6","1328","59.9","24","No Failure"
"H34827","302.7","312.5","1527","36.4","26","No Failure"
"L52594","302.6","312.3","1534","34.3","31","No Failure"
"M20275","302.6","312.4","1410","50.3","33","No Failure"
"L52596","302.6","312.3","1660","30.3","36","No Failure"
"L52597","302.6","312.4","1386","45.8","38","No Failure"
"L52598","302.6","312.4","1398","41.6","40","No Failure"
"L52599","302.6","312.3","1321","53.4","42","No Failure"
"L52600","302.6","312.3","1512","34.2","44","No Failure"
"M20281","302.6","312.3","1566","36.6","46","No Failure"
"M20282","302.7","312.4","1422","44.5","49","No Failure"
"L52603","302.6","312.3","1647","31.8","52","No Failure"
"L52604","302.6","312.2","1377","45.5","54","No Failure"
"L52605","302.5","312.2","1775","27.9","56","No Failure"
"L52606","302.6","312.3","1554","42.0","58","No Failure"
"L52607","302.7","312.4","1423","51.9","60","No Failure"
"L52608","302.7","312.4","1453","47.3","62","No Failure"
"L52609","302.8","312.4","1590","34.4","64","No Failure"
"L52610","302.8","312.5","1694","28.4","66","No Failure"
"L52611","302.8","312.5","1462","43.4","68","No Failure"
"L52612","302.8","312.4","1392","46.2","70","No Failure"
"L52613","302.9","312.5","1550","45.5","72","No Failure"
"L52614","302.9","312.5","1629","30.4","74","No Failure"
"M20295","303.0","312.5","1524","42.1","76","No Failure"
"M20296","302.9","312.5","1679","30.9","79","No Failure"
"M20297","302.9","312.6","1394","46.4","82","No Failure"
"L52618","302.9","312.5","1683","32.1","85","No Failure"
"L52619","303.0","312.5","1626","30.5","87","No Failure"
"H34854","303.0","312.5","1698","30.0","89","No Failure"
"M20301","303.0","312.6","1392","42.9","94","No Failure"
"L52622","303.1","312.7","1353","51.8","97","No Failure"
"M20303","303.0","312.7","1426","46.8","99","No Failure"
"L52624","303.0","312.7","2024","19.9","102","No Failure"
"M20305","303.0","312.8","1648","32.1","104","No Failure"
"L52626","303.1","312.9","1511","40.1","107","No Failure"
"L52627","303.1","312.8","1465","44.1","109","No Failure"
"L52628","303.0","312.7","1551","41.8","111","No Failure"
"L52629","303.1","312.8","2329","15.1","113","No Failure"
"H34864","303.1","312.8","1435","41.9","115","No Failure"
"L52631","303.0","312.7","1361","48.8","120","No Failure"
"M20312","303.0","312.7","1553","35.8","122","No Failure"
"L52633","303.0","312.6","1451","42.1","125","No Failure"
"L52634","303.0","312.5","1461","40.2","127","No Failure"
"M20315","303.1","312.6","1895","23.5","129","No Failure"
"M20316","303.1","312.6","1567","32.9","132","No Failure"
"M20317","303.0","312.5","1602","33.7","135","No Failure"
"L52638","303.1","312.6","1514","42.1","138","No Failure"
"L52639","303.1","312.5","1453","49.1","140","No Failure"
"M20320","303.0","312.4","1526","36.1","142","No Failure"
"M20321","302.9","312.3","1339","52.1","145","No Failure"
"L52642","302.9","312.3","1889","22.8","148","No Failure"
"L52643","302.9","312.4","1561","34.8","150","No Failure"
"M20324","302.9","312.4","1659","33.1","152","No Failure"
"L52645","302.9","312.4","1424","49.5","155","No Failure"
"M20326","302.9","312.3","1426","44.7","157","No Failure"
"L52647","302.9","312.4","1383","51.4","160","No Failure"
"L52648","302.8","312.3","1764","29.9","162","No Failure"
"M20329","302.7","312.2","1439","42.5","164","No Failure"
"M20330","302.7","312.2","1585","35.5","167","No Failure"
"L52651","302.7","312.3","1346","61.2","170","Random Failures"
"L52652","302.8","312.3","1386","57.8","172","No Failure"
"L52653","302.7","312.2","1369","51.8","174","No Failure"
"M20334","302.7","312.1","1378","46.9","176","No Failure"
"L52655","302.7","312.2","1336","46.8","179","No Failure"
"M20336","302.6","312.1","1445","42.0","181","No Failure"
"L52657","302.7","312.1","1763","26.5","184","No Failure"
"L52658","302.7","312.2","1611","34.1","186","No Failure"
"M20339","302.7","312.1","1564","32.1","188","No Failure"
"H34894","302.7","312.1","1478","36.0","191","No Failure"
"L52661","302.6","312.0","1781","28.5","196","No Failure"
"L52662","302.6","312.1","1782","26.8","198","No Failure"
"M20343","302.6","312.1","2000","21.9","200","No Failure"
"M20344","302.5","312.0","1826","25.3","203","No Failure"
"L52665","302.6","312.1","1344","51.0","206","No Failure"
"L52666","302.6","312.2","1520","43.0","208","No Failure"
"M20347","302.6","312.1","1611","39.9","210","No Failure"
"L52668","302.7","312.2","1450","52.1","213","Overstrain Failure"
"L52669","302.6","312.1","1499","35.0","215","Random Failures"
"L52670","302.6","312.1","1288","68.5","0","Power Failure"
"M20351","302.7","312.2","1350","58.6","2","No Failure"
"M20352","302.9","312.4","1334","50.9","5","No Failure"
"L52673","302.8","312.4","1376","57.1","8","No Failure"
"L52674","302.8","312.4","1368","49.5","10","No Failure"
"H34909","302.9","312.5","1357","55.0","12","Random Failures"
"M20356","302.9","312.5","1924","24.0","17","No Failure"
"M20357","302.9","312.5","1551","40.0","20","No Failure"
"M20358","302.9","312.5","1903","21.2","23","No Failure"
"H34913","302.9","312.3","1417","48.7","26","No Failure"
"L52680","302.7","312.1","1601","35.2","31","No Failure"
"L52681","302.7","312.1","1543","37.5","33","No Failure"
"L52682","302.6","312.1","1439","52.3","35","No Failure"
"H34917","302.6","312.0","1657","29.3","37","No Failure"
"L52684","302.8","312.2","1458","51.0","42","No Failure"
"L52685","302.8","312.2","1746","27.4","44","No Failure"
"L52686","302.9","312.2","1677","30.5","46","No Failure"
"L52687","302.8","312.1","1520","39.9","48","No Failure"
"L52688","302.9","312.2","1367","55.1","50","No Failure"
"L52689","302.8","312.2","1509","36.5","52","Random Failures"
"L52690","302.8","312.1","1418","51.4","54","No Failure"
"L52691","302.8","312.1","1958","20.3","56","No Failure"
"L52692","302.8","312.2","1682","30.9","58","No Failure"
"M20373","302.8","312.2","1452","50.3","60","No Failure"
"L52694","302.7","312.0","1828","24.0","63","No Failure"
"H34929","302.7","312.0","1484","41.5","65","No Failure"
"L52696","302.6","312.0","1674","32.2","70","No Failure"
"L52697","302.6","311.9","1448","49.5","72","No Failure"
"M20378","302.5","311.8","2023","19.1","74","No Failure"
"L52699","302.5","311.9","1452","47.4","77","No Failure"
"M20380","302.6","312.0","1496","45.0","79","No Failure"
"L52701","302.6","311.9","1397","46.9","82","No Failure"
"L52702","302.6","311.9","1453","39.1","84","No Failure"
"M20383","302.5","311.9","1524","34.8","86","No Failure"
"L52704","302.6","311.9","1633","30.9","89","No Failure"
"M20385","302.6","312.0","1363","45.7","91","No Failure"
"L52706","302.5","311.9","1520","44.9","94","No Failure"
"M20387","302.5","311.9","1532","38.8","96","No Failure"
"L52708","302.4","311.8","1384","50.9","99","No Failure"
"M20389","302.4","311.8","1539","39.9","101","No Failure"
"M20390","302.3","311.8","1355","50.1","104","No Failure"
"M20391","302.3","311.7","1504","37.3","107","No Failure"
"L52712","302.4","311.8","1476","46.6","110","No Failure"
"L52713","302.4","311.7","1721","26.9","112","No Failure"
"M20394","302.3","311.7","1494","37.1","114","No Failure"
"L52715","302.3","311.7","1465","43.5","117","No Failure"
"M20396","302.3","311.8","1363","54.0","119","No Failure"
"L52717","302.4","311.8","1648","30.0","122","No Failure"
"M20398","302.3","311.8","1879","23.0","124","No Failure"
"H34953","302.3","311.7","1482","39.0","127","No Failure"
"L52720","302.4","311.8","1493","38.4","132","No Failure"
"L52721","302.4","311.8","1433","42.2","134","No Failure"
"L52722","302.3","311.7","1400","41.6","136","No Failure"
"L52723","302.4","311.8","1255","59.0","138","No Failure"
"L52724","302.2","311.7","1471","45.6","140","No Failure"
"H34959","302.2","311.6","1357","44.2","142","No Failure"
"L52726","302.3","311.7","1453","41.2","147","No Failure"
"M20407","302.3","311.7","1540","28.9","149","No Failure"
"L52728","302.3","311.8","1605","35.2","152","No Failure"
"H34963","302.3","311.9","1374","52.4","154","No Failure"
"M20410","302.3","311.9","1508","42.3","159","No Failure"
"H34965","302.4","311.9","1366","47.3","162","No Failure"
"H34966","302.5","312.0","1579","35.7","167","No Failure"
"L52733","302.5","311.9","1306","59.7","172","Random Failures"
"M20414","302.5","312.0","1521","40.2","174","No Failure"
"L52735","302.5","312.0","1411","44.2","177","No Failure"
"H34970","302.5","312.0","1357","42.0","179","No Failure"
"M20417","302.5","312.0","1436","43.5","184","No Failure"
"L52738","302.5","311.9","1553","40.1","187","No Failure"
"M20419","302.5","312.0","1451","43.2","189","No Failure"
"L52740","302.4","311.9","1541","37.9","192","No Failure"
"M20421","302.3","311.7","1341","46.3","194","No Failure"
"L52742","302.3","311.7","1648","32.1","197","No Failure"
"M20423","302.3","311.7","1640","31.5","199","No Failure"
"L52744","302.4","311.8","1416","46.1","202","No Failure"
"L52745","302.4","311.9","1671","29.9","204","No Failure"
"L52746","302.4","312.0","1457","45.5","206","No Failure"
"M20427","302.5","312.0","1445","54.8","0","No Failure"
"L52748","302.5","312.1","1534","38.6","3","No Failure"
"L52749","302.4","312.0","1508","36.9","5","No Failure"
"M20430","302.4","312.1","1492","47.7","7","No Failure"
"L52751","302.4","312.0","1562","37.9","10","No Failure"
"L52752","302.4","312.0","1545","36.4","12","No Failure"
"L52753","302.5","312.2","1738","25.3","14","No Failure"
"L52754","302.4","312.0","1305","49.1","16","No Failure"
"H34989","302.4","312.0","1477","39.7","18","No Failure"
"H34990","302.4","312.0","1457","43.4","23","No Failure"
"L52757","302.4","312.1","1455","40.4","28","No Failure"
"L52758","302.5","312.2","1574","38.7","30","No Failure"
"L52759","302.6","312.2","1695","27.1","32","No Failure"
"M20440","302.6","312.2","1458","38.8","34","No Failure"
"M20441","302.5","312.1","1454","47.6","37","No Failure"
"L52762","302.5","312.0","2052","18.9","40","No Failure"
"L52763","302.5","312.0","1673","29.9","42","No Failure"
"L52764","302.4","311.9","1578","29.9","44","No Failure"
"M20445","302.5","312.0","1642","29.1","46","No Failure"
"M20446","302.4","311.8","1557","31.5","49","No Failure"
"L52767","302.5","311.9","1481","42.9","52","No Failure"
"M20448","302.5","311.8","1566","37.6","54","No Failure"
"M20449","302.5","311.9","1298","57.5","57","No Failure"
"M20450","302.5","311.9","1340","59.4","60","No Failure"
"L52771","302.5","312.0","1574","33.8","63","No Failure"
"L52772","302.5","311.9","1437","46.7","65","No Failure"
"L52773","302.6","311.9","1354","48.0","67","No Failure"
"L52774","302.6","311.9","1598","35.5","69","No Failure"
"M20455","302.7","312.0","1944","21.4","71","No Failure"
"M20456","302.7","312.0","1538","36.7","74","No Failure"
"L52777","302.7","312.0","1501","37.0","77","No Failure"
"L52778","302.8","312.1","1441","52.1","79","No Failure"
"M20459","302.7","312.0","1652","31.0","81","No Failure"
"L52780","302.8","312.1","1487","36.6","84","No Failure"
"L52781","302.9","312.2","1605","33.9","86","No Failure"
"L52782","302.9","312.1","1334","54.7","88","No Failure"
"L52783","302.9","312.2","1340","57.8","90","No Failure"
"L52784","302.9","312.2","1513","37.8","92","No Failure"
"L52785","302.9","312.2","1510","41.4","94","No Failure"
"L52786","302.9","312.2","1729","23.6","96","No Failure"
"M20467","302.9","312.2","1745","25.5","98","No Failure"
"M20468","303.1","312.3","1623","31.6","101","No Failure"
"M20469","303.1","312.4","1378","50.1","104","No Failure"
"L52790","303.1","312.4","1407","41.2","107","No Failure"
"M20471","303.0","312.3","1674","29.5","109","No Failure"
"L52792","303.0","312.3","1486","42.4","112","No Failure"
"M20473","303.0","312.3","1483","38.8","114","No Failure"
"H35028","303.0","312.2","1624","28.8","117","No Failure"
"M20475","303.0","312.2","1257","71.3","122","Power Failure"
"L52796","303.0","312.3","1480","41.4","125","No Failure"
"L52797","303.1","312.4","1404","61.5","127","Power Failure"
"M20478","303.0","312.4","1645","29.6","129","No Failure"
"L52799","303.0","312.3","1932","21.9","132","No Failure"
"L52800","303.0","312.3","1533","38.5","134","No Failure"
"M20481","302.9","312.2","1292","54.4","136","No Failure"
"L52802","302.9","312.2","1571","40.6","139","No Failure"
"L52803","302.9","312.3","1578","36.3","141","No Failure"
"M20484","302.8","312.2","1469","36.9","143","No Failure"
"L52805","302.7","312.1","1728","24.4","146","No Failure"
"H35040","302.7","312.1","1603","32.5","148","No Failure"
"L52807","302.7","312.1","1597","39.8","153","No Failure"
"L52808","302.7","312.1","1688","32.0","155","No Failure"
"L52809","302.7","312.2","1405","51.4","157","No Failure"
"M20490","302.8","312.2","1615","32.9","159","No Failure"
"L52811","302.8","312.2","1515","36.8","162","No Failure"
"L52812","302.7","312.2","1376","52.8","164","No Failure"
"L52813","302.7","312.2","1447","47.5","166","No Failure"
"M20494","302.6","312.2","1353","56.5","168","No Failure"
"L52815","302.6","312.1","1502","47.3","171","No Failure"
"L52816","302.6","312.0","1447","45.5","173","No Failure"
"M20497","302.5","312.0","1487","46.1","175","No Failure"
"L52818","302.6","312.1","1519","38.1","178","No Failure"
"L52819","302.6","312.1","1668","28.7","180","Random Failures"
"L52820","302.6","312.1","1420","51.6","182","No Failure"
"L52821","302.6","312.1","1473","37.3","184","No Failure"
"L52822","302.5","312.0","1495","38.8","186","No Failure"
"L52823","302.5","312.0","1574","42.0","188","No Failure"
"L52824","302.5","312.0","1383","51.3","190","No Failure"
"M20505","302.5","312.0","1591","29.4","192","No Failure"
"M20506","302.4","311.8","1644","37.2","195","No Failure"
"H35061","302.5","311.8","2370","14.7","198","No Failure"
"L52828","302.5","311.9","1401","44.9","203","No Failure"
"M20509","302.5","311.9","1414","51.6","205","No Failure"
